Handle,Identifier_other,Coll_name
2027.42/119623,9811_0001_1554,"Duderstadt, James J."
2027.42/119649,9811_0001_1580,"Duderstadt, James J."
2027.42/119627,9811_0001_1558,"Duderstadt, James J."
2027.42/119638,9811_0001_1569,"Duderstadt, James J."
2027.42/119650,9811_0001_1581,"Duderstadt, James J."
2027.42/119628,9811_0001_1559,"Duderstadt, James J."
2027.42/119635,9811_0001_1566,"Duderstadt, James J."
2027.42/119624,9811_0001_1555,"Duderstadt, James J."
2027.42/119644,9811_0001_1575,"Duderstadt, James J."
2027.42/119642,9811_0001_1573,"Duderstadt, James J."
2027.42/119632,9811_0001_1563,"Duderstadt, James J."
2027.42/119639,9811_0001_1570,"Duderstadt, James J."
2027.42/119657,9811_0001_1588,"Duderstadt, James J."
2027.42/119591,9811_0001_1522,"Duderstadt, James J."
2027.42/119647,9811_0001_1578,"Duderstadt, James J."
2027.42/119652,9811_0001_1583,"Duderstadt, James J."
2027.42/119666,9811_0001_1597,"Duderstadt, James J."
2027.42/119636,9811_0001_1567,"Duderstadt, James J."
2027.42/119654,9811_0001_1585,"Duderstadt, James J."
2027.42/119645,9811_0001_1576,"Duderstadt, James J."
2027.42/119659,9811_0001_1590,"Duderstadt, James J."
2027.42/119590,9811_0001_1521,"Duderstadt, James J."
2027.42/119667,9811_0001_1598,"Duderstadt, James J."
2027.42/119656,9811_0001_1587,"Duderstadt, James J."
2027.42/119648,9811_0001_1579,"Duderstadt, James J."
2027.42/119668,9811_0001_1599,"Duderstadt, James J."
2027.42/119640,9811_0001_1571,"Duderstadt, James J."
2027.42/119661,9811_0001_1592,"Duderstadt, James J."
2027.42/119658,9811_0001_1589,"Duderstadt, James J."
2027.42/119663,9811_0001_1594,"Duderstadt, James J."
2027.42/119665,9811_0001_1596,"Duderstadt, James J."
2027.42/119670,9811_0001_1601,"Duderstadt, James J."
2027.42/119669,9811_0001_1600,"Duderstadt, James J."
2027.42/119660,9811_0001_1591,"Duderstadt, James J."
2027.42/119615,9811_0001_1546,"Duderstadt, James J."
2027.42/119662,9811_0001_1593,"Duderstadt, James J."
2027.42/119672,9811_0001_1603,"Duderstadt, James J."
2027.42/119671,9811_0001_1602,"Duderstadt, James J."
2027.42/119674,9811_0001_1605,"Duderstadt, James J."
2027.42/119673,9811_0001_1604,"Duderstadt, James J."
2027.42/119677,9811_0001_1608,"Duderstadt, James J."
2027.42/119675,9811_0001_1606,"Duderstadt, James J."
2027.42/119676,9811_0001_1607,"Duderstadt, James J."
2027.42/119679,9811_0001_1610,"Duderstadt, James J."
2027.42/119598,9811_0001_1529,"Duderstadt, James J."
2027.42/119678,9811_0001_1609,"Duderstadt, James J."
2027.42/119681,9811_0001_1612,"Duderstadt, James J."
2027.42/119680,9811_0001_1611,"Duderstadt, James J."
2027.42/119682,9811_0001_1613,"Duderstadt, James J."
2027.42/119610,9811_0001_1541,"Duderstadt, James J."
2027.42/119604,9811_0001_1535,"Duderstadt, James J."
2027.42/119629,9811_0001_1560,"Duderstadt, James J."
2027.42/119605,9811_0001_1536,"Duderstadt, James J."
2027.42/119620,9811_0001_1551,"Duderstadt, James J."
2027.42/119646,9811_0001_1577,"Duderstadt, James J."
2027.42/119599,9811_0001_1530,"Duderstadt, James J."
2027.42/119708,9811_0001_1639,"Duderstadt, James J."
2027.42/119744,9811_0001_1675,"Duderstadt, James J."
2027.42/119726,9811_0001_1657,"Duderstadt, James J."
2027.42/119703,9811_0001_1634,"Duderstadt, James J."
2027.42/119692,9811_0001_1623,"Duderstadt, James J."
2027.42/119736,9811_0001_1667,"Duderstadt, James J."
2027.42/119693,9811_0001_1624,"Duderstadt, James J."
2027.42/119699,9811_0001_1630,"Duderstadt, James J."
2027.42/119686,9811_0001_1617,"Duderstadt, James J."
2027.42/119709,9811_0001_1640,"Duderstadt, James J."
2027.42/119746,9811_0001_1677,"Duderstadt, James J."
2027.42/119730,9811_0001_1661,"Duderstadt, James J."
2027.42/119704,9811_0001_1635,"Duderstadt, James J."
2027.42/119687,9811_0001_1618,"Duderstadt, James J."
2027.42/119694,9811_0001_1625,"Duderstadt, James J."
2027.42/119700,9811_0001_1631,"Duderstadt, James J."
2027.42/119723,9811_0001_1654,"Duderstadt, James J."
2027.42/119688,9811_0001_1619,"Duderstadt, James J."
2027.42/119705,9811_0001_1636,"Duderstadt, James J."
2027.42/119695,9811_0001_1626,"Duderstadt, James J."
2027.42/119719,9811_0001_1650,"Duderstadt, James J."
2027.42/119715,9811_0001_1646,"Duderstadt, James J."
2027.42/119689,9811_0001_1620,"Duderstadt, James J."
2027.42/119739,9811_0001_1670,"Duderstadt, James J."
2027.42/119710,9811_0001_1641,"Duderstadt, James J."
2027.42/119757,9811_0001_1688,"Duderstadt, James J."
2027.42/119734,9811_0001_1665,"Duderstadt, James J."
2027.42/119711,9811_0001_1642,"Duderstadt, James J."
2027.42/119727,9811_0001_1658,"Duderstadt, James J."
2027.42/119706,9811_0001_1637,"Duderstadt, James J."
2027.42/119724,9811_0001_1655,"Duderstadt, James J."
2027.42/119720,9811_0001_1651,"Duderstadt, James J."
2027.42/119701,9811_0001_1632,"Duderstadt, James J."
2027.42/119716,9811_0001_1647,"Duderstadt, James J."
2027.42/119731,9811_0001_1662,"Duderstadt, James J."
2027.42/119712,9811_0001_1643,"Duderstadt, James J."
2027.42/119748,9811_0001_1679,"Duderstadt, James J."
2027.42/119707,9811_0001_1638,"Duderstadt, James J."
2027.42/119728,9811_0001_1659,"Duderstadt, James J."
2027.42/119737,9811_0001_1668,"Duderstadt, James J."
2027.42/119742,9811_0001_1673,"Duderstadt, James J."
2027.42/119721,9811_0001_1652,"Duderstadt, James J."
2027.42/119725,9811_0001_1656,"Duderstadt, James J."
2027.42/119750,9811_0001_1681,"Duderstadt, James J."
2027.42/119717,9811_0001_1648,"Duderstadt, James J."
2027.42/119735,9811_0001_1666,"Duderstadt, James J."
2027.42/119745,9811_0001_1676,"Duderstadt, James J."
2027.42/119729,9811_0001_1660,"Duderstadt, James J."
2027.42/119722,9811_0001_1653,"Duderstadt, James J."
2027.42/119732,9811_0001_1663,"Duderstadt, James J."
2027.42/119740,9811_0001_1671,"Duderstadt, James J."
2027.42/119738,9811_0001_1669,"Duderstadt, James J."
2027.42/119752,9811_0001_1683,"Duderstadt, James J."
2027.42/119759,9811_0001_1690,"Duderstadt, James J."
2027.42/119743,9811_0001_1674,"Duderstadt, James J."
2027.42/119741,9811_0001_1672,"Duderstadt, James J."
2027.42/119696,9811_0001_1627,"Duderstadt, James J."
2027.42/119754,9811_0001_1685,"Duderstadt, James J."
2027.42/119747,9811_0001_1678,"Duderstadt, James J."
2027.42/119749,9811_0001_1680,"Duderstadt, James J."
2027.42/119756,9811_0001_1687,"Duderstadt, James J."
2027.42/119758,9811_0001_1689,"Duderstadt, James J."
2027.42/119761,9811_0001_1692,"Duderstadt, James J."
2027.42/119753,9811_0001_1684,"Duderstadt, James J."
2027.42/119751,9811_0001_1682,"Duderstadt, James J."
2027.42/119762,9811_0001_1693,"Duderstadt, James J."
2027.42/119760,9811_0001_1691,"Duderstadt, James J."
2027.42/119764,9811_0001_1695,"Duderstadt, James J."
2027.42/119755,9811_0001_1686,"Duderstadt, James J."
2027.42/119733,9811_0001_1664,"Duderstadt, James J."
2027.42/119713,9811_0001_1644,"Duderstadt, James J."
2027.42/119766,9811_0001_1697,"Duderstadt, James J."
2027.42/119763,9811_0001_1694,"Duderstadt, James J."
2027.42/119768,9811_0001_1699,"Duderstadt, James J."
2027.42/119765,9811_0001_1696,"Duderstadt, James J."
2027.42/119773,9811_0001_1704,"Duderstadt, James J."
2027.42/119767,9811_0001_1698,"Duderstadt, James J."
2027.42/119769,9811_0001_1700,"Duderstadt, James J."
2027.42/119771,9811_0001_1702,"Duderstadt, James J."
2027.42/119774,9811_0001_1705,"Duderstadt, James J."
2027.42/119770,9811_0001_1701,"Duderstadt, James J."
2027.42/119772,9811_0001_1703,"Duderstadt, James J."
2027.42/119714,9811_0001_1645,"Duderstadt, James J."
2027.42/119684,9811_0001_1615,"Duderstadt, James J."
2027.42/119690,9811_0001_1621,"Duderstadt, James J."
2027.42/119702,9811_0001_1633,"Duderstadt, James J."
2027.42/119683,9811_0001_1614,"Duderstadt, James J."
2027.42/119718,9811_0001_1649,"Duderstadt, James J."
2027.42/119685,9811_0001_1616,"Duderstadt, James J."
2027.42/119698,9811_0001_1629,"Duderstadt, James J."
2027.42/119691,9811_0001_1622,"Duderstadt, James J."
2027.42/119697,9811_0001_1628,"Duderstadt, James J."
2027.42/119836,9811_0001_1767,"Duderstadt, James J."
2027.42/119790,9811_0001_1721,"Duderstadt, James J."
2027.42/119818,9811_0001_1749,"Duderstadt, James J."
2027.42/119801,9811_0001_1732,"Duderstadt, James J."
2027.42/119796,9811_0001_1727,"Duderstadt, James J."
2027.42/119791,9811_0001_1722,"Duderstadt, James J."
2027.42/119778,9811_0001_1709,"Duderstadt, James J."
2027.42/119828,9811_0001_1759,"Duderstadt, James J."
2027.42/119785,9811_0001_1716,"Duderstadt, James J."
2027.42/119806,9811_0001_1737,"Duderstadt, James J."
2027.42/119817,9811_0001_1748,"Duderstadt, James J."
2027.42/119802,9811_0001_1733,"Duderstadt, James J."
2027.42/119786,9811_0001_1717,"Duderstadt, James J."
2027.42/119797,9811_0001_1728,"Duderstadt, James J."
2027.42/119792,9811_0001_1723,"Duderstadt, James J."
2027.42/119789,9811_0001_1720,"Duderstadt, James J."
2027.42/119838,9811_0001_1769,"Duderstadt, James J."
2027.42/119780,9811_0001_1711,"Duderstadt, James J."
2027.42/119822,9811_0001_1753,"Duderstadt, James J."
2027.42/119815,9811_0001_1746,"Duderstadt, James J."
2027.42/119781,9811_0001_1712,"Duderstadt, James J."
2027.42/119787,9811_0001_1718,"Duderstadt, James J."
2027.42/119811,9811_0001_1742,"Duderstadt, James J."
2027.42/119793,9811_0001_1724,"Duderstadt, James J."
2027.42/119788,9811_0001_1719,"Duderstadt, James J."
2027.42/119798,9811_0001_1729,"Duderstadt, James J."
2027.42/119807,9811_0001_1738,"Duderstadt, James J."
2027.42/119782,9811_0001_1713,"Duderstadt, James J."
2027.42/119849,9811_0001_1780,"Duderstadt, James J."
2027.42/119803,9811_0001_1734,"Duderstadt, James J."
2027.42/119826,9811_0001_1757,"Duderstadt, James J."
2027.42/119831,9811_0001_1762,"Duderstadt, James J."
2027.42/119819,9811_0001_1750,"Duderstadt, James J."
2027.42/119794,9811_0001_1725,"Duderstadt, James J."
2027.42/119799,9811_0001_1730,"Duderstadt, James J."
2027.42/119808,9811_0001_1739,"Duderstadt, James J."
2027.42/119816,9811_0001_1747,"Duderstadt, James J."
2027.42/119812,9811_0001_1743,"Duderstadt, James J."
2027.42/119804,9811_0001_1735,"Duderstadt, James J."
2027.42/119823,9811_0001_1754,"Duderstadt, James J."
2027.42/119840,9811_0001_1771,"Duderstadt, James J."
2027.42/119820,9811_0001_1751,"Duderstadt, James J."
2027.42/119834,9811_0001_1765,"Duderstadt, James J."
2027.42/119809,9811_0001_1740,"Duderstadt, James J."
2027.42/119813,9811_0001_1744,"Duderstadt, James J."
2027.42/119829,9811_0001_1760,"Duderstadt, James J."
2027.42/119833,9811_0001_1764,"Duderstadt, James J."
2027.42/119842,9811_0001_1773,"Duderstadt, James J."
2027.42/119827,9811_0001_1758,"Duderstadt, James J."
2027.42/119837,9811_0001_1768,"Duderstadt, James J."
2027.42/119775,9811_0001_1706,"Duderstadt, James J."
2027.42/119824,9811_0001_1755,"Duderstadt, James J."
2027.42/119821,9811_0001_1752,"Duderstadt, James J."
2027.42/119832,9811_0001_1763,"Duderstadt, James J."
2027.42/119830,9811_0001_1761,"Duderstadt, James J."
2027.42/119851,9811_0001_1782,"Duderstadt, James J."
2027.42/119844,9811_0001_1775,"Duderstadt, James J."
2027.42/119835,9811_0001_1766,"Duderstadt, James J."
2027.42/119839,9811_0001_1770,"Duderstadt, James J."
2027.42/119846,9811_0001_1777,"Duderstadt, James J."
2027.42/119814,9811_0001_1745,"Duderstadt, James J."
2027.42/119841,9811_0001_1772,"Duderstadt, James J."
2027.42/119848,9811_0001_1779,"Duderstadt, James J."
2027.42/119853,9811_0001_1784,"Duderstadt, James J."
2027.42/119850,9811_0001_1781,"Duderstadt, James J."
2027.42/119843,9811_0001_1774,"Duderstadt, James J."
2027.42/119854,9811_0001_1785,"Duderstadt, James J."
2027.42/119777,9811_0001_1708,"Duderstadt, James J."
2027.42/119852,9811_0001_1783,"Duderstadt, James J."
2027.42/119800,9811_0001_1731,"Duderstadt, James J."
2027.42/119845,9811_0001_1776,"Duderstadt, James J."
2027.42/119825,9811_0001_1756,"Duderstadt, James J."
2027.42/119855,9811_0001_1786,"Duderstadt, James J."
2027.42/119847,9811_0001_1778,"Duderstadt, James J."
2027.42/119857,9811_0001_1788,"Duderstadt, James J."
2027.42/119856,9811_0001_1787,"Duderstadt, James J."
2027.42/119859,9811_0001_1790,"Duderstadt, James J."
2027.42/119858,9811_0001_1789,"Duderstadt, James J."
2027.42/119861,9811_0001_1792,"Duderstadt, James J."
2027.42/119860,9811_0001_1791,"Duderstadt, James J."
2027.42/119863,9811_0001_1794,"Duderstadt, James J."
2027.42/119862,9811_0001_1793,"Duderstadt, James J."
2027.42/119865,9811_0001_1796,"Duderstadt, James J."
2027.42/119864,9811_0001_1795,"Duderstadt, James J."
2027.42/119867,9811_0001_1798,"Duderstadt, James J."
2027.42/119866,9811_0001_1797,"Duderstadt, James J."
2027.42/119776,9811_0001_1707,"Duderstadt, James J."
2027.42/119783,9811_0001_1714,"Duderstadt, James J."
2027.42/119805,9811_0001_1736,"Duderstadt, James J."
2027.42/119795,9811_0001_1726,"Duderstadt, James J."
2027.42/119779,9811_0001_1710,"Duderstadt, James J."
2027.42/119784,9811_0001_1715,"Duderstadt, James J."
2027.42/119810,9811_0001_1741,"Duderstadt, James J."
2027.42/119888,9811_0001_1819,"Duderstadt, James J."
2027.42/119929,9811_0001_1860,"Duderstadt, James J."
2027.42/119870,9811_0001_1801,"Duderstadt, James J."
2027.42/119889,9811_0001_1820,"Duderstadt, James J."
2027.42/119894,9811_0001_1825,"Duderstadt, James J."
2027.42/119872,9811_0001_1803,"Duderstadt, James J."
2027.42/119884,9811_0001_1815,"Duderstadt, James J."
2027.42/119871,9811_0001_1802,"Duderstadt, James J."
2027.42/119921,9811_0001_1852,"Duderstadt, James J."
2027.42/119878,9811_0001_1809,"Duderstadt, James J."
2027.42/119895,9811_0001_1826,"Duderstadt, James J."
2027.42/119899,9811_0001_1830,"Duderstadt, James J."
2027.42/119879,9811_0001_1810,"Duderstadt, James J."
2027.42/119912,9811_0001_1843,"Duderstadt, James J."
2027.42/119890,9811_0001_1821,"Duderstadt, James J."
2027.42/119885,9811_0001_1816,"Duderstadt, James J."
2027.42/119931,9811_0001_1862,"Duderstadt, James J."
2027.42/119873,9811_0001_1804,"Duderstadt, James J."
2027.42/119915,9811_0001_1846,"Duderstadt, James J."
2027.42/119908,9811_0001_1839,"Duderstadt, James J."
2027.42/119874,9811_0001_1805,"Duderstadt, James J."
2027.42/119880,9811_0001_1811,"Duderstadt, James J."
2027.42/119900,9811_0001_1831,"Duderstadt, James J."
2027.42/119886,9811_0001_1817,"Duderstadt, James J."
2027.42/119904,9811_0001_1835,"Duderstadt, James J."
2027.42/119891,9811_0001_1822,"Duderstadt, James J."
2027.42/119875,9811_0001_1806,"Duderstadt, James J."
2027.42/119881,9811_0001_1812,"Duderstadt, James J."
2027.42/119942,9811_0001_1873,"Duderstadt, James J."
2027.42/119896,9811_0001_1827,"Duderstadt, James J."
2027.42/119887,9811_0001_1818,"Duderstadt, James J."
2027.42/119924,9811_0001_1855,"Duderstadt, James J."
2027.42/119892,9811_0001_1823,"Duderstadt, James J."
2027.42/119901,9811_0001_1832,"Duderstadt, James J."
2027.42/119909,9811_0001_1840,"Duderstadt, James J."
2027.42/119919,9811_0001_1850,"Duderstadt, James J."
2027.42/119905,9811_0001_1836,"Duderstadt, James J."
2027.42/119897,9811_0001_1828,"Duderstadt, James J."
2027.42/119913,9811_0001_1844,"Duderstadt, James J."
2027.42/119916,9811_0001_1847,"Duderstadt, James J."
2027.42/119933,9811_0001_1864,"Duderstadt, James J."
2027.42/119922,9811_0001_1853,"Duderstadt, James J."
2027.42/119927,9811_0001_1858,"Duderstadt, James J."
2027.42/119906,9811_0001_1837,"Duderstadt, James J."
2027.42/119910,9811_0001_1841,"Duderstadt, James J."
2027.42/119902,9811_0001_1833,"Duderstadt, James J."
2027.42/119920,9811_0001_1851,"Duderstadt, James J."
2027.42/119935,9811_0001_1866,"Duderstadt, James J."
2027.42/119917,9811_0001_1848,"Duderstadt, James J."
2027.42/119876,9811_0001_1807,"Duderstadt, James J."
2027.42/119925,9811_0001_1856,"Duderstadt, James J."
2027.42/119930,9811_0001_1861,"Duderstadt, James J."
2027.42/119944,9811_0001_1875,"Duderstadt, James J."
2027.42/119883,9811_0001_1814,"Duderstadt, James J."
2027.42/119914,9811_0001_1845,"Duderstadt, James J."
2027.42/119928,9811_0001_1859,"Duderstadt, James J."
2027.42/119923,9811_0001_1854,"Duderstadt, James J."
2027.42/119932,9811_0001_1863,"Duderstadt, James J."
2027.42/119868,9811_0001_1799,"Duderstadt, James J."
2027.42/119937,9811_0001_1868,"Duderstadt, James J."
2027.42/119934,9811_0001_1865,"Duderstadt, James J."
2027.42/119926,9811_0001_1857,"Duderstadt, James J."
2027.42/119946,9811_0001_1877,"Duderstadt, James J."
2027.42/119918,9811_0001_1849,"Duderstadt, James J."
2027.42/119939,9811_0001_1870,"Duderstadt, James J."
2027.42/119936,9811_0001_1867,"Duderstadt, James J."
2027.42/119941,9811_0001_1872,"Duderstadt, James J."
2027.42/119945,9811_0001_1876,"Duderstadt, James J."
2027.42/119943,9811_0001_1874,"Duderstadt, James J."
2027.42/119940,9811_0001_1871,"Duderstadt, James J."
2027.42/119938,9811_0001_1869,"Duderstadt, James J."
2027.42/119893,9811_0001_1824,"Duderstadt, James J."
2027.42/119948,9811_0001_1879,"Duderstadt, James J."
2027.42/119947,9811_0001_1878,"Duderstadt, James J."
2027.42/119950,9811_0001_1881,"Duderstadt, James J."
2027.42/119949,9811_0001_1880,"Duderstadt, James J."
2027.42/119952,9811_0001_1883,"Duderstadt, James J."
2027.42/119951,9811_0001_1882,"Duderstadt, James J."
2027.42/119954,9811_0001_1885,"Duderstadt, James J."
2027.42/119953,9811_0001_1884,"Duderstadt, James J."
2027.42/119956,9811_0001_1887,"Duderstadt, James J."
2027.42/119955,9811_0001_1886,"Duderstadt, James J."
2027.42/119958,9811_0001_1889,"Duderstadt, James J."
2027.42/119957,9811_0001_1888,"Duderstadt, James J."
2027.42/119960,9811_0001_1891,"Duderstadt, James J."
2027.42/119959,9811_0001_1890,"Duderstadt, James J."
2027.42/119911,9811_0001_1842,"Duderstadt, James J."
2027.42/119882,9811_0001_1813,"Duderstadt, James J."
2027.42/119907,9811_0001_1838,"Duderstadt, James J."
2027.42/119869,9811_0001_1800,"Duderstadt, James J."
2027.42/119898,9811_0001_1829,"Duderstadt, James J."
2027.42/119877,9811_0001_1808,"Duderstadt, James J."
2027.42/119903,9811_0001_1834,"Duderstadt, James J."
2027.42/119975,9811_0001_1906,"Duderstadt, James J."
2027.42/120004,9811_0001_0405,"Duderstadt, James J."
2027.42/119963,9811_0001_1894,"Duderstadt, James J."
2027.42/119976,9811_0001_1907,"Duderstadt, James J."
2027.42/119964,9811_0001_1895,"Duderstadt, James J."
2027.42/120014,9811_0001_0771,"Duderstadt, James J."
2027.42/119987,9811_0001_1918,"Duderstadt, James J."
2027.42/119992,9811_0001_1923,"Duderstadt, James J."
2027.42/119971,9811_0001_1902,"Duderstadt, James J."
2027.42/120024,9811_0001_0781,"Duderstadt, James J."
2027.42/119977,9811_0001_1908,"Duderstadt, James J."
2027.42/120001,9811_0001_1932,"Duderstadt, James J."
2027.42/119965,9811_0001_1896,"Duderstadt, James J."
2027.42/120008,9811_0001_0563,"Duderstadt, James J."
2027.42/119978,9811_0001_1909,"Duderstadt, James J."
2027.42/119972,9811_0001_1903,"Duderstadt, James J."
2027.42/120017,9811_0001_0774,"Duderstadt, James J."
2027.42/119966,9811_0001_1897,"Duderstadt, James J."
2027.42/119983,9811_0001_1914,"Duderstadt, James J."
2027.42/119997,9811_0001_1928,"Duderstadt, James J."
2027.42/119988,9811_0001_1919,"Duderstadt, James J."
2027.42/119993,9811_0001_1924,"Duderstadt, James J."
2027.42/119973,9811_0001_1904,"Duderstadt, James J."
2027.42/120012,9811_0001_0769,"Duderstadt, James J."
2027.42/119967,9811_0001_1898,"Duderstadt, James J."
2027.42/120035,9811_0001_0792,"Duderstadt, James J."
2027.42/119979,9811_0001_1910,"Duderstadt, James J."
2027.42/120005,9811_0001_0443,"Duderstadt, James J."
2027.42/119984,9811_0001_1915,"Duderstadt, James J."
2027.42/120026,9811_0001_0783,"Duderstadt, James J."
2027.42/119989,9811_0001_1920,"Duderstadt, James J."
2027.42/120002,9811_0001_1933,"Duderstadt, James J."
2027.42/120009,9811_0001_0573,"Duderstadt, James J."
2027.42/119998,9811_0001_1929,"Duderstadt, James J."
2027.42/119990,9811_0001_1921,"Duderstadt, James J."
2027.42/119985,9811_0001_1916,"Duderstadt, James J."
2027.42/119994,9811_0001_1925,"Duderstadt, James J."
2027.42/120013,9811_0001_0770,"Duderstadt, James J."
2027.42/120020,9811_0001_0777,"Duderstadt, James J."
2027.42/119999,9811_0001_1930,"Duderstadt, James J."
2027.42/120006,9811_0001_0486,"Duderstadt, James J."
2027.42/120015,9811_0001_0772,"Duderstadt, James J."
2027.42/120028,9811_0001_0785,"Duderstadt, James J."
2027.42/119995,9811_0001_1926,"Duderstadt, James J."
2027.42/120010,9811_0001_0575,"Duderstadt, James J."
2027.42/120023,9811_0001_0780,"Duderstadt, James J."
2027.42/120018,9811_0001_0775,"Duderstadt, James J."
2027.42/120003,9811_0001_1969,"Duderstadt, James J."
2027.42/119974,9811_0001_1905,"Duderstadt, James J."
2027.42/120007,9811_0001_0551,"Duderstadt, James J."
2027.42/120037,9811_0001_0794,"Duderstadt, James J."
2027.42/120016,9811_0001_0773,"Duderstadt, James J."
2027.42/120021,9811_0001_0778,"Duderstadt, James J."
2027.42/120030,9811_0001_0787,"Duderstadt, James J."
2027.42/120025,9811_0001_0782,"Duderstadt, James J."
2027.42/120019,9811_0001_0776,"Duderstadt, James J."
2027.42/119961,9811_0001_1892,"Duderstadt, James J."
2027.42/120027,9811_0001_0784,"Duderstadt, James J."
2027.42/120032,9811_0001_0789,"Duderstadt, James J."
2027.42/120036,9811_0001_0793,"Duderstadt, James J."
2027.42/120039,9811_0001_0796,"Duderstadt, James J."
2027.42/119968,9811_0001_1899,"Duderstadt, James J."
2027.42/120034,9811_0001_0791,"Duderstadt, James J."
2027.42/120038,9811_0001_0795,"Duderstadt, James J."
2027.42/120029,9811_0001_0786,"Duderstadt, James J."
2027.42/120031,9811_0001_0788,"Duderstadt, James J."
2027.42/120033,9811_0001_0790,"Duderstadt, James J."
2027.42/120040,9811_0001_0797,"Duderstadt, James J."
2027.42/120041,9811_0001_0798,"Duderstadt, James J."
2027.42/119982,9811_0001_1913,"Duderstadt, James J."
2027.42/120000,9811_0001_1931,"Duderstadt, James J."
2027.42/120042,9811_0001_0799,"Duderstadt, James J."
2027.42/120050,9811_0001_0807,"Duderstadt, James J."
2027.42/120043,9811_0001_0800,"Duderstadt, James J."
2027.42/120045,9811_0001_0802,"Duderstadt, James J."
2027.42/120046,9811_0001_0803,"Duderstadt, James J."
2027.42/120047,9811_0001_0804,"Duderstadt, James J."
2027.42/120048,9811_0001_0805,"Duderstadt, James J."
2027.42/120049,9811_0001_0806,"Duderstadt, James J."
2027.42/120051,9811_0001_0808,"Duderstadt, James J."
2027.42/120052,9811_0001_0809,"Duderstadt, James J."
2027.42/120044,9811_0001_0801,"Duderstadt, James J."
2027.42/119991,9811_0001_1922,"Duderstadt, James J."
2027.42/120011,9811_0001_0757,"Duderstadt, James J."
2027.42/119980,9811_0001_1911,"Duderstadt, James J."
2027.42/119986,9811_0001_1917,"Duderstadt, James J."
2027.42/120022,9811_0001_0779,"Duderstadt, James J."
2027.42/119969,9811_0001_1900,"Duderstadt, James J."
2027.42/119996,9811_0001_1927,"Duderstadt, James J."
2027.42/119962,9811_0001_1893,"Duderstadt, James J."
2027.42/119981,9811_0001_1912,"Duderstadt, James J."
2027.42/119970,9811_0001_1901,"Duderstadt, James J."
2027.42/120068,9811_0001_0825,"Duderstadt, James J."
2027.42/120062,9811_0001_0819,"Duderstadt, James J."
2027.42/120079,9811_0001_0836,"Duderstadt, James J."
2027.42/120096,9811_0001_0853,"Duderstadt, James J."
2027.42/120056,9811_0001_0813,"Duderstadt, James J."
2027.42/120074,9811_0001_0831,"Duderstadt, James J."
2027.42/120063,9811_0001_0820,"Duderstadt, James J."
2027.42/120106,9811_0001_0863,"Duderstadt, James J."
2027.42/120069,9811_0001_0826,"Duderstadt, James J."
2027.42/120057,9811_0001_0814,"Duderstadt, James J."
2027.42/120084,9811_0001_0841,"Duderstadt, James J."
2027.42/120070,9811_0001_0827,"Duderstadt, James J."
2027.42/120064,9811_0001_0821,"Duderstadt, James J."
2027.42/120080,9811_0001_0837,"Duderstadt, James J."
2027.42/120075,9811_0001_0832,"Duderstadt, James J."
2027.42/120058,9811_0001_0815,"Duderstadt, James J."
2027.42/120093,9811_0001_0850,"Duderstadt, James J."
2027.42/120100,9811_0001_0857,"Duderstadt, James J."
2027.42/120065,9811_0001_0822,"Duderstadt, James J."
2027.42/120117,9811_0001_0874,"Duderstadt, James J."
2027.42/120059,9811_0001_0816,"Duderstadt, James J."
2027.42/120071,9811_0001_0828,"Duderstadt, James J."
2027.42/120089,9811_0001_0846,"Duderstadt, James J."
2027.42/120076,9811_0001_0833,"Duderstadt, James J."
2027.42/120081,9811_0001_0838,"Duderstadt, James J."
2027.42/120066,9811_0001_0823,"Duderstadt, James J."
2027.42/120060,9811_0001_0817,"Duderstadt, James J."
2027.42/120085,9811_0001_0842,"Duderstadt, James J."
2027.42/120109,9811_0001_0866,"Duderstadt, James J."
2027.42/120097,9811_0001_0854,"Duderstadt, James J."
2027.42/120104,9811_0001_0861,"Duderstadt, James J."
2027.42/120077,9811_0001_0834,"Duderstadt, James J."
2027.42/120101,9811_0001_0858,"Duderstadt, James J."
2027.42/120094,9811_0001_0851,"Duderstadt, James J."
2027.42/120086,9811_0001_0843,"Duderstadt, James J."
2027.42/120082,9811_0001_0839,"Duderstadt, James J."
2027.42/120072,9811_0001_0829,"Duderstadt, James J."
2027.42/120090,9811_0001_0847,"Duderstadt, James J."
2027.42/120053,9811_0001_0810,"Duderstadt, James J."
2027.42/120119,9811_0001_0876,"Duderstadt, James J."
2027.42/120112,9811_0001_0869,"Duderstadt, James J."
2027.42/120098,9811_0001_0855,"Duderstadt, James J."
2027.42/120091,9811_0001_0848,"Duderstadt, James J."
2027.42/120107,9811_0001_0864,"Duderstadt, James J."
2027.42/120095,9811_0001_0852,"Duderstadt, James J."
2027.42/120128,9811_0001_0885,"Duderstadt, James J."
2027.42/120087,9811_0001_0844,"Duderstadt, James J."
2027.42/120115,9811_0001_0872,"Duderstadt, James J."
2027.42/120102,9811_0001_0859,"Duderstadt, James J."
2027.42/120121,9811_0001_0878,"Duderstadt, James J."
2027.42/120099,9811_0001_0856,"Duderstadt, James J."
2027.42/120105,9811_0001_0862,"Duderstadt, James J."
2027.42/120108,9811_0001_0865,"Duderstadt, James J."
2027.42/120113,9811_0001_0870,"Duderstadt, James J."
2027.42/120110,9811_0001_0867,"Duderstadt, James J."
2027.42/120118,9811_0001_0875,"Duderstadt, James J."
